k,display_name,context,metric,mean,std
3.0,Mordred,average,balanced_accuracy,0.6179485534552387,0.03980808206718386
4.0,Mordred,average,balanced_accuracy,0.6162164714416651,0.040684836808400994
5.0,Mordred,average,balanced_accuracy,0.6171018577523893,0.04332673941833724
6.0,Mordred,average,balanced_accuracy,0.6187286307208449,0.043883872268490484
7.0,Mordred,average,balanced_accuracy,0.617225133951405,0.046419130442095426
8.0,Mordred,average,balanced_accuracy,0.6170565965425567,0.04778824747047783
9.0,Mordred,average,balanced_accuracy,0.6133810203397084,0.05040548900006768
10.0,Mordred,average,balanced_accuracy,0.6148752637308125,0.04948801497235124
11.0,Mordred,average,balanced_accuracy,0.6142405854389782,0.052694844496704814
12.0,Mordred,average,balanced_accuracy,0.6143420637738592,0.052264123122032165
13.0,Mordred,average,balanced_accuracy,0.6097990372610912,0.054351384095529434
14.0,Mordred,average,balanced_accuracy,0.6111303461850388,0.053366156185605654
15.0,Mordred,average,balanced_accuracy,0.6084817744402744,0.055495148441900045
16.0,Mordred,average,balanced_accuracy,0.6093765447230598,0.05559697770272622
17.0,Mordred,average,balanced_accuracy,0.6055654011449223,0.05614952637979922
18.0,Mordred,average,balanced_accuracy,0.6053374870921554,0.05597447165968304
19.0,Mordred,average,balanced_accuracy,0.6026639721120738,0.05688355663159442
20.0,Mordred,average,balanced_accuracy,0.6030163679700795,0.056778710998175295
21.0,Mordred,average,balanced_accuracy,0.6013245481386936,0.0565083469801178
22.0,Mordred,average,balanced_accuracy,0.6016539358587855,0.057087032406758685
23.0,Mordred,average,balanced_accuracy,0.5986817076571029,0.057219815205799156
24.0,Mordred,average,balanced_accuracy,0.6013823328122451,0.057854212177905505
25.0,Mordred,average,balanced_accuracy,0.5996575951461441,0.057639464885138735
26.0,Mordred,average,balanced_accuracy,0.6011343036882646,0.05782434257613025
27.0,Mordred,average,balanced_accuracy,0.5977652968313337,0.05768482893058575
28.0,Mordred,average,balanced_accuracy,0.5984058966297667,0.060026070611056956
29.0,Mordred,average,balanced_accuracy,0.594588810264596,0.05895678774758842
30.0,Mordred,average,balanced_accuracy,0.5949421746214978,0.060172409721827295
31.0,Mordred,average,balanced_accuracy,0.5939038504613401,0.06021901035848755
32.0,Mordred,average,balanced_accuracy,0.5950099962335573,0.06058137954108162
33.0,Mordred,average,balanced_accuracy,0.5921954967095465,0.059808190573190444
34.0,Mordred,average,balanced_accuracy,0.5930062222761121,0.061360865248811416
35.0,Mordred,average,balanced_accuracy,0.5890695387367875,0.05906178614015558
36.0,Mordred,average,balanced_accuracy,0.5897617543077822,0.0617447728107505
37.0,Mordred,average,balanced_accuracy,0.5873748363060725,0.060725282473345965
38.0,Mordred,average,balanced_accuracy,0.5878521006582376,0.06180673345474404
39.0,Mordred,average,balanced_accuracy,0.5862772254878326,0.061083178977612645
40.0,Mordred,average,balanced_accuracy,0.5862756993851085,0.06295571101939852
41.0,Mordred,average,balanced_accuracy,0.5840838971861662,0.062003570072071176
42.0,Mordred,average,balanced_accuracy,0.5846048861629701,0.06203034395245692
43.0,Mordred,average,balanced_accuracy,0.5847942620867793,0.06234017647959247
44.0,Mordred,average,balanced_accuracy,0.584697439753146,0.06242024180260089
45.0,Mordred,average,balanced_accuracy,0.5814417901868859,0.06265154392908835
46.0,Mordred,average,balanced_accuracy,0.5826795464065079,0.06338552256054926
47.0,Mordred,average,balanced_accuracy,0.5810192120101982,0.06303710776053925
48.0,Mordred,average,balanced_accuracy,0.5803211107290579,0.06278940200385197
49.0,Mordred,average,balanced_accuracy,0.5785622101829575,0.06345816769833285
50.0,Mordred,average,balanced_accuracy,0.5795270562780563,0.06301934487922577
51.0,Mordred,average,balanced_accuracy,0.5768794331229478,0.0636101051887712
52.0,Mordred,average,balanced_accuracy,0.5786135481320712,0.0644152027643573
53.0,Mordred,average,balanced_accuracy,0.5766660089855474,0.0643057257267297
54.0,Mordred,average,balanced_accuracy,0.5768912028863065,0.06346271033124104
55.0,Mordred,average,balanced_accuracy,0.5766418965858288,0.06341434918565533
56.0,Mordred,average,balanced_accuracy,0.5758861644819434,0.06386879897428809
57.0,Mordred,average,balanced_accuracy,0.5743937556223705,0.06349905729701219
58.0,Mordred,average,balanced_accuracy,0.5751038405550514,0.06403093937206211
59.0,Mordred,average,balanced_accuracy,0.5737870587880242,0.0641203501301779
60.0,Mordred,average,balanced_accuracy,0.5738352990276402,0.06428192034448123
61.0,Mordred,average,balanced_accuracy,0.5736732318013515,0.06446358991724452
62.0,Mordred,average,balanced_accuracy,0.5739008858297593,0.06499306035569487
63.0,Mordred,average,balanced_accuracy,0.5727753082397758,0.06426691390051546
64.0,Mordred,average,balanced_accuracy,0.572789225225511,0.06491327478851094
65.0,Mordred,average,balanced_accuracy,0.5711620579365353,0.06401775475719065
66.0,Mordred,average,balanced_accuracy,0.5721074204473031,0.06538492750018685
67.0,Mordred,average,balanced_accuracy,0.5699379700247899,0.0641119847705409
68.0,Mordred,average,balanced_accuracy,0.5719224815172627,0.06491459291686252
69.0,Mordred,average,balanced_accuracy,0.5711082665551801,0.06424752187878338
70.0,Mordred,average,balanced_accuracy,0.5719377707732862,0.06628160485204651
71.0,Mordred,average,balanced_accuracy,0.571121648474113,0.0653963492650538
72.0,Mordred,average,balanced_accuracy,0.5707037172160146,0.06590964732201414
73.0,Mordred,average,balanced_accuracy,0.5693425077499051,0.06433228680504621
74.0,Mordred,average,balanced_accuracy,0.5703049721596013,0.0656777970449934
75.0,Mordred,average,balanced_accuracy,0.5687064397058778,0.06424706031387314
76.0,Mordred,average,balanced_accuracy,0.5690239613952778,0.0651031544297238
77.0,Mordred,average,balanced_accuracy,0.5687913233146177,0.06456822758785472
78.0,Mordred,average,balanced_accuracy,0.5690780367354202,0.0648825657577469
79.0,Mordred,average,balanced_accuracy,0.5683882577909237,0.06452711574793567
80.0,Mordred,average,balanced_accuracy,0.5685404408803718,0.06458810078297647
81.0,Mordred,average,balanced_accuracy,0.568816012674695,0.0652491134932986
82.0,Mordred,average,balanced_accuracy,0.5686992598166752,0.06445862802046035
83.0,Mordred,average,balanced_accuracy,0.567463436332313,0.06468431237960848
84.0,Mordred,average,balanced_accuracy,0.5676084163907419,0.06422710498297589
85.0,Mordred,average,balanced_accuracy,0.5662313711872252,0.06355697917093779
86.0,Mordred,average,balanced_accuracy,0.5671101112395941,0.06352104141616086
87.0,Mordred,average,balanced_accuracy,0.5669200533589072,0.0649112846884411
88.0,Mordred,average,balanced_accuracy,0.5669475578052315,0.06459660919467934
89.0,Mordred,average,balanced_accuracy,0.5665745583704667,0.06484594382286155
90.0,Mordred,average,balanced_accuracy,0.5662390437253637,0.06464125394986708
91.0,Mordred,average,balanced_accuracy,0.5662954915930911,0.06508351822522761
92.0,Mordred,average,balanced_accuracy,0.5666507247021937,0.06422554736816341
93.0,Mordred,average,balanced_accuracy,0.5654656141159102,0.06417215877893889
94.0,Mordred,average,balanced_accuracy,0.5650547250049577,0.063609962722823
95.0,Mordred,average,balanced_accuracy,0.5640087287143393,0.06414762050083606
96.0,Mordred,average,balanced_accuracy,0.5634019548942445,0.06382322547927495
97.0,Mordred,average,balanced_accuracy,0.5627439989169593,0.06392298166139126
98.0,Mordred,average,balanced_accuracy,0.5624857306492939,0.06346545277523694
99.0,Mordred,average,balanced_accuracy,0.5614155832759306,0.06383956903673628
100.0,Mordred,average,balanced_accuracy,0.5617087270941195,0.06447187462803214
101.0,Mordred,average,balanced_accuracy,0.5612048954250582,0.06496228387950351
102.0,Mordred,average,balanced_accuracy,0.5615572849969199,0.06509171372616852
103.0,Mordred,average,balanced_accuracy,0.5617254722126982,0.06527817769795738
104.0,Mordred,average,balanced_accuracy,0.5603670048129121,0.06455935570320145
105.0,Mordred,average,balanced_accuracy,0.5597116566039485,0.06505138806828965
106.0,Mordred,average,balanced_accuracy,0.5607871292795206,0.06444589958222781
107.0,Mordred,average,balanced_accuracy,0.5605763422196531,0.06433025875994738
108.0,Mordred,average,balanced_accuracy,0.5601629007817237,0.06485554020830052
109.0,Mordred,average,balanced_accuracy,0.5594627551623553,0.06430426502493279
110.0,Mordred,average,balanced_accuracy,0.5602303244045804,0.0647778663720464
111.0,Mordred,average,balanced_accuracy,0.5583160266901817,0.06468294781768653
112.0,Mordred,average,balanced_accuracy,0.5586709962609205,0.06529914462584403
113.0,Mordred,average,balanced_accuracy,0.5584415225927208,0.0645537189442168
114.0,Mordred,average,balanced_accuracy,0.5586193377039588,0.06472650698172872
115.0,Mordred,average,balanced_accuracy,0.55819389742276,0.06464223378842009
116.0,Mordred,average,balanced_accuracy,0.5576256164807528,0.06412466269159786
117.0,Mordred,average,balanced_accuracy,0.557908253155655,0.06541722274467532
118.0,Mordred,average,balanced_accuracy,0.557602376919739,0.06489910915428036
119.0,Mordred,average,balanced_accuracy,0.5569770084142605,0.06513660181182446
120.0,Mordred,average,balanced_accuracy,0.5578932490362953,0.06493599915151803
121.0,Mordred,average,balanced_accuracy,0.5569541066711249,0.06476729350736006
122.0,Mordred,average,balanced_accuracy,0.5569162043022741,0.0653632662609009
123.0,Mordred,average,balanced_accuracy,0.556705006131941,0.06501475687977329
124.0,Mordred,average,balanced_accuracy,0.5570842173399402,0.06592371393309776
125.0,Mordred,average,balanced_accuracy,0.5559121014151654,0.06502467108367707
126.0,Mordred,average,balanced_accuracy,0.5558287203422791,0.06561319486862248
127.0,Mordred,average,balanced_accuracy,0.5557674343048932,0.06429576956872976
128.0,Mordred,average,balanced_accuracy,0.5565469743340237,0.06497794166353707
129.0,Mordred,average,balanced_accuracy,0.5559728218755339,0.06458310069802307
130.0,Mordred,average,balanced_accuracy,0.556695724984879,0.06555189233330641
131.0,Mordred,average,balanced_accuracy,0.5553118822850238,0.06433951388094039
132.0,Mordred,average,balanced_accuracy,0.5563949385903278,0.06597204943241915
133.0,Mordred,average,balanced_accuracy,0.5559373660780831,0.06451583099297221
134.0,Mordred,average,balanced_accuracy,0.5556445265287129,0.06512615097809238
135.0,Mordred,average,balanced_accuracy,0.5554845002677703,0.06424390263341694
136.0,Mordred,average,balanced_accuracy,0.5555040474006754,0.06554911740316073
137.0,Mordred,average,balanced_accuracy,0.5552401887324298,0.06398250500485907
138.0,Mordred,average,balanced_accuracy,0.555173043187759,0.06409009695791106
139.0,Mordred,average,balanced_accuracy,0.5545365956706089,0.06416948658048088
140.0,Mordred,average,balanced_accuracy,0.5547911844341789,0.06416815585337607
141.0,Mordred,average,balanced_accuracy,0.5550974762575266,0.0639381883511058
142.0,Mordred,average,balanced_accuracy,0.5541357367569361,0.06393737695620935
143.0,Mordred,average,balanced_accuracy,0.5547072652433704,0.06419559543820594
144.0,Mordred,average,balanced_accuracy,0.554800988503946,0.06471793369649201
145.0,Mordred,average,balanced_accuracy,0.5541539847163068,0.0643590059593691
146.0,Mordred,average,balanced_accuracy,0.5539550952808955,0.06440504378182031
147.0,Mordred,average,balanced_accuracy,0.5531838040424985,0.06382866031347917
148.0,Mordred,average,balanced_accuracy,0.5536248892129071,0.06466124459348722
149.0,Mordred,average,balanced_accuracy,0.5526901716589738,0.06327946543156486
150.0,Mordred,average,balanced_accuracy,0.5527134056118022,0.06342570106040954
151.0,Mordred,average,balanced_accuracy,0.5522232658810293,0.06319590273839408
152.0,Mordred,average,balanced_accuracy,0.5535007804586687,0.06380950286746326
153.0,Mordred,average,balanced_accuracy,0.5524740932481361,0.06278776768567439
154.0,Mordred,average,balanced_accuracy,0.5528768348794417,0.06389469242207002
155.0,Mordred,average,balanced_accuracy,0.5521006848158566,0.0635816755889195
156.0,Mordred,average,balanced_accuracy,0.5523229302537298,0.06350574492997221
157.0,Mordred,average,balanced_accuracy,0.5514105102173573,0.06270052230978616
158.0,Mordred,average,balanced_accuracy,0.5522194489539907,0.06324281760070477
159.0,Mordred,average,balanced_accuracy,0.5516883898845784,0.06336271298750865
160.0,Mordred,average,balanced_accuracy,0.5519099917067226,0.06367120278883201
161.0,Mordred,average,balanced_accuracy,0.5512019559589454,0.06288549027627864
162.0,Mordred,average,balanced_accuracy,0.5510777242441017,0.063259829986848
163.0,Mordred,average,balanced_accuracy,0.5504077448865833,0.06285889150053389
164.0,Mordred,average,balanced_accuracy,0.5502097899473103,0.06302296145356907
165.0,Mordred,average,balanced_accuracy,0.5505191248840409,0.06326059021723862
166.0,Mordred,average,balanced_accuracy,0.55005554721748,0.0631404155658527
167.0,Mordred,average,balanced_accuracy,0.5503294088769463,0.06306673400997144
168.0,Mordred,average,balanced_accuracy,0.549307353434859,0.0627531219095025
169.0,Mordred,average,balanced_accuracy,0.5501353392391967,0.06339295027522071
170.0,Mordred,average,balanced_accuracy,0.5496604169373742,0.0630181194331441
171.0,Mordred,average,balanced_accuracy,0.5498578370706028,0.06278542603483897
172.0,Mordred,average,balanced_accuracy,0.5494834316578198,0.06256344507124341
173.0,Mordred,average,balanced_accuracy,0.549004524427766,0.06297961081588842
174.0,Mordred,average,balanced_accuracy,0.5494400306400614,0.06336098751027504
175.0,Mordred,average,balanced_accuracy,0.5495797994907455,0.06375906634550575
176.0,Mordred,average,balanced_accuracy,0.5487659124676498,0.0631248444674422
177.0,Mordred,average,balanced_accuracy,0.5485578366446764,0.06273991100562616
178.0,Mordred,average,balanced_accuracy,0.5480882764919811,0.06255679227313103
179.0,Mordred,average,balanced_accuracy,0.5479598959686741,0.06274480619450097
180.0,Mordred,average,balanced_accuracy,0.5476110331738127,0.06281826678977502
181.0,Mordred,average,balanced_accuracy,0.5475082964283732,0.062402798513038434
182.0,Mordred,average,balanced_accuracy,0.5469602125873065,0.062136819794610394
183.0,Mordred,average,balanced_accuracy,0.5473014625036368,0.06258585661348862
184.0,Mordred,average,balanced_accuracy,0.5467336504383572,0.06233296742833646
185.0,Mordred,average,balanced_accuracy,0.5468982612728723,0.0621885953207915
186.0,Mordred,average,balanced_accuracy,0.5462595069705304,0.0621402636775673
187.0,Mordred,average,balanced_accuracy,0.5465036366929877,0.062434022105413677
188.0,Mordred,average,balanced_accuracy,0.5462308311046378,0.061827282061600326
189.0,Mordred,average,balanced_accuracy,0.5464184656195163,0.0620562383659014
190.0,Mordred,average,balanced_accuracy,0.5465348017929939,0.06166646757057564
191.0,Mordred,average,balanced_accuracy,0.5460509437582544,0.06190246772557643
192.0,Mordred,average,balanced_accuracy,0.5458377014848711,0.06165029872711949
193.0,Mordred,average,balanced_accuracy,0.5457279299870684,0.06197105068694233
194.0,Mordred,average,balanced_accuracy,0.5454549835468987,0.0620947477196755
195.0,Mordred,average,balanced_accuracy,0.5457557236527638,0.062350798829012566
196.0,Mordred,average,balanced_accuracy,0.5454338828588718,0.06226814895897568
197.0,Mordred,average,balanced_accuracy,0.5455901479104168,0.06227716226639401
198.0,Mordred,average,balanced_accuracy,0.545469727263002,0.06197250349304516
199.0,Mordred,average,balanced_accuracy,0.5450470793928387,0.0626262062391117
200.0,Mordred,average,balanced_accuracy,0.5449055306440774,0.06203951097475833
1.0,CheMeleon (fine-tuned),average,sensitivity,0.5685697636486402,0.11590042800021319
2.0,CheMeleon (fine-tuned),average,sensitivity,0.5685697636486402,0.11590042800021319
3.0,CheMeleon (fine-tuned),average,sensitivity,0.5664859178682796,0.11739825840639938
4.0,CheMeleon (fine-tuned),average,sensitivity,0.5663129056115591,0.12066769601613041
5.0,CheMeleon (fine-tuned),average,sensitivity,0.5708123013364976,0.12080415841218414
6.0,CheMeleon (fine-tuned),average,sensitivity,0.5673366356205023,0.1185450769077559
7.0,CheMeleon (fine-tuned),average,sensitivity,0.5713866146340301,0.11798200701709044
8.0,CheMeleon (fine-tuned),average,sensitivity,0.5691161004725963,0.12064860948226308
9.0,CheMeleon (fine-tuned),average,sensitivity,0.5708242553872159,0.1209477089322342
10.0,CheMeleon (fine-tuned),average,sensitivity,0.5694066598247451,0.1206633513324592
11.0,CheMeleon (fine-tuned),average,sensitivity,0.570857028580292,0.12369497519722593
12.0,CheMeleon (fine-tuned),average,sensitivity,0.5703803435284812,0.12133321973335753
13.0,CheMeleon (fine-tuned),average,sensitivity,0.5706051815806493,0.12142576324553507
14.0,CheMeleon (fine-tuned),average,sensitivity,0.5700352657164537,0.1217677229997254
15.0,CheMeleon (fine-tuned),average,sensitivity,0.5719065869925037,0.12290048592080635
16.0,CheMeleon (fine-tuned),average,sensitivity,0.5716006418007838,0.12383628064382496
17.0,CheMeleon (fine-tuned),average,sensitivity,0.5724589528519622,0.1245509430454246
18.0,CheMeleon (fine-tuned),average,sensitivity,0.5709758982489804,0.12295864199042561
19.0,CheMeleon (fine-tuned),average,sensitivity,0.5709908384524646,0.12202204667522094
20.0,CheMeleon (fine-tuned),average,sensitivity,0.5696907834771157,0.12371935822659456
21.0,CheMeleon (fine-tuned),average,sensitivity,0.5713448736915661,0.1251803651786556
22.0,CheMeleon (fine-tuned),average,sensitivity,0.5703339677479827,0.1255847326923183
23.0,CheMeleon (fine-tuned),average,sensitivity,0.5714609459552669,0.12481528595201867
24.0,CheMeleon (fine-tuned),average,sensitivity,0.5727696579307581,0.12561024554974687
25.0,CheMeleon (fine-tuned),average,sensitivity,0.5723684668715547,0.12702271753493635
26.0,CheMeleon (fine-tuned),average,sensitivity,0.5728915272926609,0.12722070925169895
27.0,CheMeleon (fine-tuned),average,sensitivity,0.5718403937662055,0.1277234782102413
28.0,CheMeleon (fine-tuned),average,sensitivity,0.5717685877997785,0.12935245525796552
29.0,CheMeleon (fine-tuned),average,sensitivity,0.5734031485548935,0.1295137630607305
30.0,CheMeleon (fine-tuned),average,sensitivity,0.5738683083463096,0.12946094323670557
31.0,CheMeleon (fine-tuned),average,sensitivity,0.5725110845550188,0.13061551659542076
32.0,CheMeleon (fine-tuned),average,sensitivity,0.5714665053120488,0.13092923746373267
33.0,CheMeleon (fine-tuned),average,sensitivity,0.5721729611477209,0.13114365074678574
34.0,CheMeleon (fine-tuned),average,sensitivity,0.5712856786063426,0.13184866461030487
35.0,CheMeleon (fine-tuned),average,sensitivity,0.5722056131127288,0.13499726892018368
36.0,CheMeleon (fine-tuned),average,sensitivity,0.5692897126116668,0.13447229067904867
37.0,CheMeleon (fine-tuned),average,sensitivity,0.5715855538306895,0.13416090371398756
38.0,CheMeleon (fine-tuned),average,sensitivity,0.5702535218451379,0.13495298087651697
39.0,CheMeleon (fine-tuned),average,sensitivity,0.5720535156349109,0.13572540599968255
40.0,CheMeleon (fine-tuned),average,sensitivity,0.5722096470047954,0.13581543709839458
41.0,CheMeleon (fine-tuned),average,sensitivity,0.5721075606533765,0.13648915419303007
42.0,CheMeleon (fine-tuned),average,sensitivity,0.5703715249856901,0.13567604233390645
43.0,CheMeleon (fine-tuned),average,sensitivity,0.5718832070895526,0.13790295047887452
44.0,CheMeleon (fine-tuned),average,sensitivity,0.5695387237180635,0.13768143196232208
45.0,CheMeleon (fine-tuned),average,sensitivity,0.5723399961495674,0.1398035157233515
46.0,CheMeleon (fine-tuned),average,sensitivity,0.5687214847360385,0.13943113182037295
47.0,CheMeleon (fine-tuned),average,sensitivity,0.5701124831424123,0.13928871580167435
48.0,CheMeleon (fine-tuned),average,sensitivity,0.5690242693522932,0.1388592070992583
49.0,CheMeleon (fine-tuned),average,sensitivity,0.5685887832371488,0.1394257004936958
50.0,CheMeleon (fine-tuned),average,sensitivity,0.5673554380621435,0.14019694434293017
51.0,CheMeleon (fine-tuned),average,sensitivity,0.5669126802238277,0.14226948508858694
52.0,CheMeleon (fine-tuned),average,sensitivity,0.5661582827941557,0.14129031491784874
53.0,CheMeleon (fine-tuned),average,sensitivity,0.5689634097589297,0.14275890226408106
54.0,CheMeleon (fine-tuned),average,sensitivity,0.5673476840906406,0.14249018283479362
55.0,CheMeleon (fine-tuned),average,sensitivity,0.5680187059182807,0.1425462972386484
56.0,CheMeleon (fine-tuned),average,sensitivity,0.5682025130231932,0.1426567324771044
57.0,CheMeleon (fine-tuned),average,sensitivity,0.5676151375048576,0.14311794790127638
58.0,CheMeleon (fine-tuned),average,sensitivity,0.5674374798897218,0.14294253048169847
59.0,CheMeleon (fine-tuned),average,sensitivity,0.5682846524209441,0.14372246579674608
60.0,CheMeleon (fine-tuned),average,sensitivity,0.5690333393864336,0.14276497861417956
61.0,CheMeleon (fine-tuned),average,sensitivity,0.5694291298960112,0.14428012471340618
62.0,CheMeleon (fine-tuned),average,sensitivity,0.5689776016777243,0.14391023101751593
63.0,CheMeleon (fine-tuned),average,sensitivity,0.571268133684398,0.14466645376675297
64.0,CheMeleon (fine-tuned),average,sensitivity,0.5706517027087081,0.14361174224660087
65.0,CheMeleon (fine-tuned),average,sensitivity,0.5719200732949833,0.14517325566055814
66.0,CheMeleon (fine-tuned),average,sensitivity,0.5712432534277003,0.1450917285191982
67.0,CheMeleon (fine-tuned),average,sensitivity,0.5719730919236081,0.14552364946867366
68.0,CheMeleon (fine-tuned),average,sensitivity,0.5710148856925701,0.1469243788961433
69.0,CheMeleon (fine-tuned),average,sensitivity,0.5708367742260895,0.14655641595685578
70.0,CheMeleon (fine-tuned),average,sensitivity,0.5704957843912795,0.14521977043423398
71.0,CheMeleon (fine-tuned),average,sensitivity,0.570864851142876,0.146640969669632
72.0,CheMeleon (fine-tuned),average,sensitivity,0.5705087220315285,0.14801140658246198
73.0,CheMeleon (fine-tuned),average,sensitivity,0.569151208546277,0.14767427965406235
74.0,CheMeleon (fine-tuned),average,sensitivity,0.5692508572992796,0.14832140949837136
75.0,CheMeleon (fine-tuned),average,sensitivity,0.5686378796740703,0.1492245769329273
76.0,CheMeleon (fine-tuned),average,sensitivity,0.5669330757379527,0.1482269605020709
77.0,CheMeleon (fine-tuned),average,sensitivity,0.5672861777831809,0.1490680131205552
78.0,CheMeleon (fine-tuned),average,sensitivity,0.5668923591471743,0.1478740281572352
79.0,CheMeleon (fine-tuned),average,sensitivity,0.56700776453747,0.14955809471081122
80.0,CheMeleon (fine-tuned),average,sensitivity,0.5672648642944731,0.1478520319911829
81.0,CheMeleon (fine-tuned),average,sensitivity,0.5669768569626144,0.1505930548846607
82.0,CheMeleon (fine-tuned),average,sensitivity,0.5671741835793391,0.14995865498178035
83.0,CheMeleon (fine-tuned),average,sensitivity,0.5672086143739223,0.15021557793841733
84.0,CheMeleon (fine-tuned),average,sensitivity,0.5675741442943698,0.15145268597355283
85.0,CheMeleon (fine-tuned),average,sensitivity,0.5681786287574062,0.15215238001412434
86.0,CheMeleon (fine-tuned),average,sensitivity,0.5668014532099797,0.1512279855917336
87.0,CheMeleon (fine-tuned),average,sensitivity,0.5670437455198291,0.15058964583793796
88.0,CheMeleon (fine-tuned),average,sensitivity,0.5677733409426851,0.15105261408918158
89.0,CheMeleon (fine-tuned),average,sensitivity,0.5674519241918968,0.15191728671774477
90.0,CheMeleon (fine-tuned),average,sensitivity,0.5648953802393637,0.1526424359006085
91.0,CheMeleon (fine-tuned),average,sensitivity,0.5659533923436264,0.15218018289032217
92.0,CheMeleon (fine-tuned),average,sensitivity,0.5646499692271144,0.15315543089835895
93.0,CheMeleon (fine-tuned),average,sensitivity,0.5648330631433849,0.1544282840252667
94.0,CheMeleon (fine-tuned),average,sensitivity,0.5643343176248695,0.1538268406292584
95.0,CheMeleon (fine-tuned),average,sensitivity,0.5639790062504844,0.1536799658038529
96.0,CheMeleon (fine-tuned),average,sensitivity,0.5639446245550894,0.1542941608273901
97.0,CheMeleon (fine-tuned),average,sensitivity,0.5640962023307341,0.15482018836926395
98.0,CheMeleon (fine-tuned),average,sensitivity,0.5636508504328175,0.15497778098905426
99.0,CheMeleon (fine-tuned),average,sensitivity,0.5631023817580221,0.15598835352111928
100.0,CheMeleon (fine-tuned),average,sensitivity,0.5624766355679554,0.1556174898435051
101.0,CheMeleon (fine-tuned),average,sensitivity,0.5626116532039586,0.1554825091062834
102.0,CheMeleon (fine-tuned),average,sensitivity,0.5627429407547756,0.1562432548913227
103.0,CheMeleon (fine-tuned),average,sensitivity,0.5616236255560865,0.15600265503649344
104.0,CheMeleon (fine-tuned),average,sensitivity,0.5610917696736908,0.1567292741445984
105.0,CheMeleon (fine-tuned),average,sensitivity,0.5615473023523628,0.15786581503737876
106.0,CheMeleon (fine-tuned),average,sensitivity,0.5611528306884332,0.15747478434063394
107.0,CheMeleon (fine-tuned),average,sensitivity,0.5602450398579842,0.15876178941767033
108.0,CheMeleon (fine-tuned),average,sensitivity,0.561135256548177,0.15822526157964625
109.0,CheMeleon (fine-tuned),average,sensitivity,0.5606914722724231,0.1592013771516528
110.0,CheMeleon (fine-tuned),average,sensitivity,0.5606622548210274,0.15859766780406664
111.0,CheMeleon (fine-tuned),average,sensitivity,0.5605781890055536,0.15919042906256092
112.0,CheMeleon (fine-tuned),average,sensitivity,0.560374907851773,0.1579589358445778
113.0,CheMeleon (fine-tuned),average,sensitivity,0.559796860501167,0.15910735492847305
114.0,CheMeleon (fine-tuned),average,sensitivity,0.5591258942268778,0.15871990966401683
115.0,CheMeleon (fine-tuned),average,sensitivity,0.5585388299293806,0.15953501421820815
116.0,CheMeleon (fine-tuned),average,sensitivity,0.5592296753390812,0.15907683533755573
117.0,CheMeleon (fine-tuned),average,sensitivity,0.5597151417675943,0.15913148972544133
118.0,CheMeleon (fine-tuned),average,sensitivity,0.5589164165771191,0.15925798227425195
119.0,CheMeleon (fine-tuned),average,sensitivity,0.5593454141953772,0.15998232746003796
120.0,CheMeleon (fine-tuned),average,sensitivity,0.5583112622142878,0.15968253720002082
121.0,CheMeleon (fine-tuned),average,sensitivity,0.5595015951737768,0.15975788296109772
122.0,CheMeleon (fine-tuned),average,sensitivity,0.5582926361186681,0.16049616191254804
123.0,CheMeleon (fine-tuned),average,sensitivity,0.5583566944603611,0.16066036882816437
124.0,CheMeleon (fine-tuned),average,sensitivity,0.5575538702715865,0.1605026954244748
125.0,CheMeleon (fine-tuned),average,sensitivity,0.5587249601239787,0.16164868900361823
126.0,CheMeleon (fine-tuned),average,sensitivity,0.5578739769438683,0.1621947930157527
127.0,CheMeleon (fine-tuned),average,sensitivity,0.5586119566815985,0.16116535162829895
128.0,CheMeleon (fine-tuned),average,sensitivity,0.5577905763633929,0.1607108463629176
129.0,CheMeleon (fine-tuned),average,sensitivity,0.5577902490458275,0.16093919278549504
130.0,CheMeleon (fine-tuned),average,sensitivity,0.5571119703317462,0.16207267678835047
131.0,CheMeleon (fine-tuned),average,sensitivity,0.556238271488592,0.16139226498656767
132.0,CheMeleon (fine-tuned),average,sensitivity,0.5558290862523737,0.16136683709965663
133.0,CheMeleon (fine-tuned),average,sensitivity,0.5551109146214493,0.16222586417880067
134.0,CheMeleon (fine-tuned),average,sensitivity,0.5550459599509447,0.16132291769380713
135.0,CheMeleon (fine-tuned),average,sensitivity,0.5545539484493311,0.1634125516962918
136.0,CheMeleon (fine-tuned),average,sensitivity,0.5537165681768478,0.16283878230294413
137.0,CheMeleon (fine-tuned),average,sensitivity,0.5543475602018025,0.1648203575817141
138.0,CheMeleon (fine-tuned),average,sensitivity,0.5534650453446447,0.16340371620964697
139.0,CheMeleon (fine-tuned),average,sensitivity,0.5543391567853074,0.16492029018815557
140.0,CheMeleon (fine-tuned),average,sensitivity,0.5544233105568908,0.1635684904082549
141.0,CheMeleon (fine-tuned),average,sensitivity,0.5530755544582405,0.16333415289017103
142.0,CheMeleon (fine-tuned),average,sensitivity,0.5543692416182361,0.1630516806444217
143.0,CheMeleon (fine-tuned),average,sensitivity,0.5537861757078302,0.16372840501910832
144.0,CheMeleon (fine-tuned),average,sensitivity,0.5525801084555362,0.16346224222788602
145.0,CheMeleon (fine-tuned),average,sensitivity,0.5517738539894894,0.162993278700705
146.0,CheMeleon (fine-tuned),average,sensitivity,0.5520633816620594,0.16256933388906275
147.0,CheMeleon (fine-tuned),average,sensitivity,0.5518275542246773,0.16288298323039496
