k,display_name,context,metric,mean,std
35.0,Chemprop (default),average,balanced_accuracy,0.6754555055150164,0.04968054623339966
36.0,Chemprop (default),average,balanced_accuracy,0.6749135765889607,0.050677396190189516
37.0,Chemprop (default),average,balanced_accuracy,0.675921014232418,0.051642461424349466
38.0,Chemprop (default),average,balanced_accuracy,0.6753690905964933,0.05107026763724646
39.0,Chemprop (default),average,balanced_accuracy,0.6757777792877758,0.0513218300309561
40.0,Chemprop (default),average,balanced_accuracy,0.6758417281570915,0.051674130167049206
41.0,Chemprop (default),average,balanced_accuracy,0.6763084608772438,0.05135782507172863
42.0,Chemprop (default),average,balanced_accuracy,0.6756846547926036,0.05124745729385531
43.0,Chemprop (default),average,balanced_accuracy,0.6758530627093675,0.05072512646034059
44.0,Chemprop (default),average,balanced_accuracy,0.6754311947984978,0.05106383910706641
45.0,Chemprop (default),average,balanced_accuracy,0.6758707045716839,0.05094674075863147
46.0,Chemprop (default),average,balanced_accuracy,0.6759217051638992,0.052100016955894626
47.0,Chemprop (default),average,balanced_accuracy,0.6760922459337934,0.05149385954231415
48.0,Chemprop (default),average,balanced_accuracy,0.6758116529799852,0.05138449759427526
49.0,Chemprop (default),average,balanced_accuracy,0.675107593053116,0.05148840424271251
50.0,Chemprop (default),average,balanced_accuracy,0.6753033337036871,0.05137883905790564
51.0,Chemprop (default),average,balanced_accuracy,0.6744139816489213,0.051787733378680215
52.0,Chemprop (default),average,balanced_accuracy,0.674135731965166,0.05151647461871832
53.0,Chemprop (default),average,balanced_accuracy,0.6747300703272084,0.05251606500949971
54.0,Chemprop (default),average,balanced_accuracy,0.6739095530467019,0.052285089577099
55.0,Chemprop (default),average,balanced_accuracy,0.6749132130970313,0.05273366634155731
56.0,Chemprop (default),average,balanced_accuracy,0.6735860949690914,0.05313891404568901
57.0,Chemprop (default),average,balanced_accuracy,0.6740083181285915,0.05357641298168114
58.0,Chemprop (default),average,balanced_accuracy,0.6734058330266951,0.05308310285399523
59.0,Chemprop (default),average,balanced_accuracy,0.6733794694348443,0.05334423597096898
60.0,Chemprop (default),average,balanced_accuracy,0.6725317619137462,0.053032664016999895
61.0,Chemprop (default),average,balanced_accuracy,0.6730930036480935,0.05251626302346992
62.0,Chemprop (default),average,balanced_accuracy,0.6725150911725697,0.052371710557670856
63.0,Chemprop (default),average,balanced_accuracy,0.6730678204113958,0.05230570640746621
64.0,Chemprop (default),average,balanced_accuracy,0.6721630582302152,0.0527266861004042
65.0,Chemprop (default),average,balanced_accuracy,0.6726828847134618,0.05240769447138029
66.0,Chemprop (default),average,balanced_accuracy,0.6726011970305954,0.05239436478447866
67.0,Chemprop (default),average,balanced_accuracy,0.6724920498127814,0.05240674066428584
68.0,Chemprop (default),average,balanced_accuracy,0.672243444603265,0.052863701690788675
69.0,Chemprop (default),average,balanced_accuracy,0.6718228938962971,0.0531664620427316
70.0,Chemprop (default),average,balanced_accuracy,0.6715049120792284,0.053744433024451206
71.0,Chemprop (default),average,balanced_accuracy,0.6719643036631578,0.05380038412242133
72.0,Chemprop (default),average,balanced_accuracy,0.6712548836567477,0.054346982891109334
73.0,Chemprop (default),average,balanced_accuracy,0.6718327180448661,0.054062158603488814
74.0,Chemprop (default),average,balanced_accuracy,0.6716035538097056,0.05390331878598253
75.0,Chemprop (default),average,balanced_accuracy,0.6717817400725032,0.05431623147255748
76.0,Chemprop (default),average,balanced_accuracy,0.672081695776167,0.054544638304745374
77.0,Chemprop (default),average,balanced_accuracy,0.6717191376893904,0.055001753809139
78.0,Chemprop (default),average,balanced_accuracy,0.6715480950787345,0.053854137482402295
79.0,Chemprop (default),average,balanced_accuracy,0.6717180527811726,0.05355415898213066
80.0,Chemprop (default),average,balanced_accuracy,0.6715508281909501,0.053760642672144796
81.0,Chemprop (default),average,balanced_accuracy,0.6719303769320643,0.05353064979948253
82.0,Chemprop (default),average,balanced_accuracy,0.6716289174032081,0.053421955236665056
83.0,Chemprop (default),average,balanced_accuracy,0.6723381863052542,0.0535968692426861
84.0,Chemprop (default),average,balanced_accuracy,0.6712182006690947,0.05333944707025674
85.0,Chemprop (default),average,balanced_accuracy,0.6712741515509631,0.05371583633004914
86.0,Chemprop (default),average,balanced_accuracy,0.671400393042497,0.053245073862511906
